Trying seed 0
52300000 enq, 34321 curr, 27 best, 4865.63 s
52400000 enq, 33124 curr, 27 best, 4872.71 s
52500000 enq, 36189 curr, 27 best, 4880.56 s
52600000 enq, 34268 curr, 27 best, 4887.86 s
52700000 enq, 34558 curr, 27 best, 4895.59 s
52800000 enq, 37232 curr, 27 best, 4902.44 s
52900000 enq, 37527 curr, 27 best, 4910.47 s
53000000 enq, 42518 curr, 27 best, 4918.69 s
53100000 enq, 55638 curr, 27 best, 4924.44 s
53200000 enq, 54667 curr, 27 best, 4937.31 s
53300000 enq, 57461 curr, 27 best, 4944.97 s
53400000 enq, 68838 curr, 27 best, 4951.34 s
53500000 enq, 76550 curr, 27 best, 4958.01 s
53600000 enq, 82633 curr, 27 best, 4965.24 s
53700000 enq, 84118 curr, 27 best, 4973.83 s
53800000 enq, 85549 curr, 27 best, 4981.00 s
53900000 enq, 88955 curr, 27 best, 4988.09 s
54000000 enq, 88942 curr, 27 best, 4999.33 s
54100000 enq, 88662 curr, 27 best, 5015.49 s
54200000 enq, 88898 curr, 27 best, 5024.51 s
54300000 enq, 88470 curr, 27 best, 5033.18 s
54400000 enq, 88435 curr, 27 best, 5040.53 s
54500000 enq, 88726 curr, 27 best, 5047.94 s
54600000 enq, 88506 curr, 27 best, 5055.52 s
54700000 enq, 87389 curr, 27 best, 5063.16 s
54800000 enq, 88057 curr, 27 best, 5080.66 s
54900000 enq, 87353 curr, 27 best, 5088.02 s
55000000 enq, 87305 curr, 27 best, 5095.25 s
55100000 enq, 87501 curr, 27 best, 5102.56 s
55200000 enq, 87206 curr, 27 best, 5110.16 s
55300000 enq, 87125 curr, 27 best, 5118.88 s
55400000 enq, 88063 curr, 27 best, 5126.24 s
55500000 enq, 87400 curr, 27 best, 5134.26 s
55600000 enq, 87441 curr, 27 best, 5142.06 s
55700000 enq, 85374 curr, 27 best, 5159.24 s
55800000 enq, 76503 curr, 27 best, 5167.36 s
55900000 enq, 76477 curr, 27 best, 5175.22 s
56000000 enq, 74366 curr, 27 best, 5182.91 s
56100000 enq, 72299 curr, 27 best, 5190.08 s
56200000 enq, 68753 curr, 27 best, 5196.99 s
56300000 enq, 34323 curr, 27 best, 5206.34 s
56400000 enq, 12835 curr, 27 best, 5214.39 s
56500000 enq, 12071 curr, 27 best, 5222.24 s
56600000 enq, 7646 curr, 27 best, 5231.85 s
56700000 enq, 2989 curr, 27 best, 5248.04 s
56800000 enq, 9269 curr, 27 best, 5254.78 s
56900000 enq, 10901 curr, 27 best, 5265.81 s
57000000 enq, 10164 curr, 27 best, 5276.82 s
57100000 enq, 9176 curr, 27 best, 5286.05 s
57200000 enq, 8050 curr, 27 best, 5294.72 s
57300000 enq, 19216 curr, 27 best, 5305.01 s
57400000 enq, 18307 curr, 27 best, 5314.95 s
57500000 enq, 16222 curr, 27 best, 5326.47 s
57600000 enq, 15367 curr, 27 best, 5337.55 s
57700000 enq, 15727 curr, 27 best, 5354.90 s
57800000 enq, 15777 curr, 27 best, 5364.28 s
57900000 enq, 2848 curr, 27 best, 5372.94 s
58000000 enq, 4563 curr, 27 best, 5381.31 s
58100000 enq, 3954 curr, 27 best, 5390.90 s
58200000 enq, 6490 curr, 27 best, 5399.54 s
58300000 enq, 8308 curr, 27 best, 5409.98 s
58400000 enq, 18532 curr, 27 best, 5419.00 s
58500000 enq, 17966 curr, 27 best, 5428.63 s
58600000 enq, 17904 curr, 27 best, 5439.34 s
58700000 enq, 4107 curr, 27 best, 5455.89 s
58800000 enq, 20482 curr, 27 best, 5463.10 s
58900000 enq, 21399 curr, 27 best, 5471.90 s
59000000 enq, 20780 curr, 27 best, 5484.80 s
59100000 enq, 21371 curr, 27 best, 5497.96 s
59200000 enq, 20353 curr, 27 best, 5511.32 s
59300000 enq, 20181 curr, 27 best, 5522.58 s
59400000 enq, 12106 curr, 27 best, 5535.67 s
59500000 enq, 8059 curr, 27 best, 5551.94 s
59600000 enq, 4288 curr, 27 best, 5560.30 s
59700000 enq, 7514 curr, 27 best, 5567.90 s
59800000 enq, 10679 curr, 27 best, 5576.09 s
59900000 enq, 10536 curr, 27 best, 5585.56 s
60000000 enq, 9068 curr, 27 best, 5595.48 s
60100000 enq, 20298 curr, 27 best, 5603.92 s
60200000 enq, 22592 curr, 27 best, 5615.61 s
60300000 enq, 23220 curr, 27 best, 5636.08 s
60400000 enq, 23529 curr, 27 best, 5645.69 s
60500000 enq, 21341 curr, 27 best, 5655.67 s
60600000 enq, 18578 curr, 27 best, 5664.48 s
60700000 enq, 11207 curr, 27 best, 5673.23 s
60800000 enq, 8233 curr, 27 best, 5681.46 s
60900000 enq, 8199 curr, 27 best, 5688.93 s
61000000 enq, 8157 curr, 27 best, 5697.71 s
61100000 enq, 4790 curr, 27 best, 5714.22 s
61200000 enq, 5104 curr, 27 best, 5721.53 s
61300000 enq, 8199 curr, 27 best, 5728.26 s
61400000 enq, 4078 curr, 27 best, 5739.00 s
61500000 enq, 9677 curr, 27 best, 5751.11 s
61600000 enq, 7685 curr, 27 best, 5762.70 s
61700000 enq, 7287 curr, 27 best, 5772.37 s
61800000 enq, 10876 curr, 27 best, 5781.75 s
61900000 enq, 4513 curr, 27 best, 5791.72 s
62000000 enq, 19677 curr, 27 best, 5807.67 s
62100000 enq, 19185 curr, 27 best, 5816.71 s
62200000 enq, 15297 curr, 27 best, 5825.84 s
62300000 enq, 6085 curr, 27 best, 5833.72 s
62400000 enq, 6038 curr, 27 best, 5842.85 s
62500000 enq, 10651 curr, 27 best, 5849.32 s
62600000 enq, 8215 curr, 27 best, 5856.34 s
62700000 enq, 11749 curr, 27 best, 5862.49 s
62800000 enq, 13519 curr, 27 best, 5872.04 s
62900000 enq, 13030 curr, 27 best, 5890.89 s
63000000 enq, 7867 curr, 27 best, 5900.12 s
63100000 enq, 14592 curr, 27 best, 5907.55 s
63200000 enq, 13985 curr, 27 best, 5917.30 s
63300000 enq, 15536 curr, 27 best, 5925.50 s
63400000 enq, 16168 curr, 27 best, 5936.66 s
63500000 enq, 16619 curr, 27 best, 5947.34 s
63600000 enq, 19933 curr, 27 best, 5957.57 s
63700000 enq, 19017 curr, 27 best, 5974.54 s
63800000 enq, 25037 curr, 27 best, 5981.69 s
63900000 enq, 32523 curr, 27 best, 5988.25 s
64000000 enq, 28825 curr, 27 best, 5996.31 s
64100000 enq, 26331 curr, 27 best, 6003.30 s
64200000 enq, 24590 curr, 27 best, 6012.39 s
64300000 enq, 24159 curr, 27 best, 6023.75 s
64400000 enq, 19270 curr, 27 best, 6045.04 s
64500000 enq, 22579 curr, 27 best, 6052.51 s
64600000 enq, 19073 curr, 27 best, 6060.91 s
64700000 enq, 29949 curr, 27 best, 6068.66 s
64800000 enq, 18622 curr, 27 best, 6079.21 s
64900000 enq, 19615 curr, 27 best, 6099.00 s
65000000 enq, 24329 curr, 27 best, 6106.06 s
65100000 enq, 23008 curr, 27 best, 6113.64 s
65200000 enq, 22183 curr, 27 best, 6121.66 s
65300000 enq, 21455 curr, 27 best, 6129.52 s
65400000 enq, 29858 curr, 27 best, 6138.83 s
65500000 enq, 25437 curr, 27 best, 6158.49 s
65600000 enq, 28237 curr, 27 best, 6165.14 s
65700000 enq, 32319 curr, 27 best, 6171.66 s
65800000 enq, 38275 curr, 27 best, 6179.33 s
65900000 enq, 32413 curr, 27 best, 6190.28 s
66000000 enq, 37091 curr, 27 best, 6211.99 s
66100000 enq, 36948 curr, 27 best, 6219.75 s
66200000 enq, 35150 curr, 27 best, 6227.61 s
66300000 enq, 36566 curr, 27 best, 6235.41 s
66400000 enq, 36948 curr, 27 best, 6245.34 s
66500000 enq, 40439 curr, 27 best, 6264.20 s
66600000 enq, 40912 curr, 27 best, 6273.90 s
66700000 enq, 43647 curr, 27 best, 6283.33 s
66800000 enq, 45767 curr, 27 best, 6340.64 s
66900000 enq, 46593 curr, 27 best, 6351.75 s
67000000 enq, 46326 curr, 27 best, 6361.83 s
67100000 enq, 50469 curr, 27 best, 6391.83 s
67200000 enq, 63604 curr, 27 best, 6398.66 s
67300000 enq, 72365 curr, 27 best, 6408.62 s
67400000 enq, 76249 curr, 27 best, 6652.50 s
67500000 enq, 67758 curr, 27 best, 6662.24 s
67600000 enq, 64778 curr, 27 best, 6676.43 s
67700000 enq, 65102 curr, 27 best, 6688.85 s
67800000 enq, 65648 curr, 27 best, 6702.31 s
67900000 enq, 64928 curr, 27 best, 6720.24 s
68000000 enq, 66978 curr, 27 best, 6729.16 s
68100000 enq, 64806 curr, 27 best, 6738.55 s
68200000 enq, 52936 curr, 27 best, 6747.23 s
68300000 enq, 52638 curr, 27 best, 6756.28 s
68400000 enq, 59929 curr, 27 best, 6767.44 s
68500000 enq, 59857 curr, 27 best, 6787.85 s
68600000 enq, 72057 curr, 27 best, 6797.15 s
68700000 enq, 73873 curr, 27 best, 6808.50 s
68800000 enq, 65199 curr, 27 best, 6819.09 s
68900000 enq, 65128 curr, 27 best, 6831.28 s
69000000 enq, 65357 curr, 27 best, 6858.57 s
69100000 enq, 64721 curr, 27 best, 6870.16 s
69200000 enq, 65518 curr, 27 best, 6879.68 s
69300000 enq, 65546 curr, 27 best, 6891.26 s
69400000 enq, 64091 curr, 27 best, 6903.69 s
69500000 enq, 50950 curr, 27 best, 6922.80 s
69600000 enq, 37591 curr, 27 best, 6931.51 s
69700000 enq, 37236 curr, 27 best, 6939.97 s
69800000 enq, 42522 curr, 27 best, 6947.16 s
69900000 enq, 44559 curr, 27 best, 6955.21 s
70000000 enq, 44511 curr, 27 best, 6962.92 s
70100000 enq, 41551 curr, 27 best, 6973.93 s
70200000 enq, 44597 curr, 27 best, 6991.30 s
70300000 enq, 43920 curr, 27 best, 7000.16 s
70400000 enq, 42555 curr, 27 best, 7007.75 s
70500000 enq, 47357 curr, 27 best, 7016.80 s
70600000 enq, 52544 curr, 27 best, 7024.92 s
70700000 enq, 55416 curr, 27 best, 7036.03 s
70800000 enq, 52148 curr, 27 best, 7056.42 s
70900000 enq, 51652 curr, 27 best, 7064.95 s
71000000 enq, 51106 curr, 27 best, 7073.45 s
71100000 enq, 50075 curr, 27 best, 7081.37 s
71200000 enq, 48963 curr, 27 best, 7090.06 s
71300000 enq, 58764 curr, 27 best, 7101.08 s
71400000 enq, 60595 curr, 27 best, 7120.88 s
71500000 enq, 58226 curr, 27 best, 7131.23 s
71600000 enq, 56436 curr, 27 best, 7141.78 s
71700000 enq, 44421 curr, 27 best, 7151.83 s
71800000 enq, 44245 curr, 27 best, 7161.72 s
71900000 enq, 49189 curr, 27 best, 7179.25 s
72000000 enq, 45103 curr, 27 best, 7188.32 s
72100000 enq, 46577 curr, 27 best, 7196.55 s
72200000 enq, 46186 curr, 27 best, 7205.48 s
72300000 enq, 46926 curr, 27 best, 7212.94 s
72400000 enq, 48958 curr, 27 best, 7222.49 s
72500000 enq, 57630 curr, 27 best, 7241.61 s
72600000 enq, 57727 curr, 27 best, 7249.89 s
72700000 enq, 47013 curr, 27 best, 7259.51 s
72800010 enq, 52353 curr, 27 best, 7569.62 s
72900004 enq, 54244 curr, 27 best, 7741.76 s
73000000 enq, 56686 curr, 27 best, 7750.88 s
73100000 enq, 57179 curr, 27 best, 7761.68 s
73200000 enq, 58142 curr, 27 best, 7769.22 s
73300000 enq, 58044 curr, 27 best, 7781.08 s
73400000 enq, 62585 curr, 27 best, 7791.04 s
73500000 enq, 63582 curr, 27 best, 7884.45 s
73600000 enq, 61127 curr, 27 best, 7892.66 s
73700000 enq, 62145 curr, 27 best, 7901.23 s
73800000 enq, 66162 curr, 27 best, 7910.23 s
73900000 enq, 66411 curr, 27 best, 7923.32 s
74000000 enq, 64724 curr, 27 best, 7955.71 s
74100000 enq, 66351 curr, 27 best, 7963.67 s
74200000 enq, 67969 curr, 27 best, 7974.25 s
74300000 enq, 69780 curr, 27 best, 8041.23 s
74400000 enq, 81513 curr, 27 best, 8050.73 s
74500000 enq, 86121 curr, 27 best, 8058.43 s
74600000 enq, 90224 curr, 27 best, 8068.83 s
74700000 enq, 90431 curr, 27 best, 8143.57 s
74800000 enq, 88261 curr, 27 best, 8291.18 s
74900000 enq, 85102 curr, 27 best, 8300.66 s
75000000 enq, 74517 curr, 27 best, 8313.75 s
75100000 enq, 73480 curr, 27 best, 8468.37 s
75200000 enq, 72248 curr, 27 best, 8479.56 s
75300000 enq, 72136 curr, 27 best, 8497.90 s
75400000 enq, 73241 curr, 27 best, 8510.71 s
75500000 enq, 71797 curr, 27 best, 8554.90 s
75600000 enq, 72146 curr, 27 best, 8564.14 s
75700000 enq, 73172 curr, 27 best, 8649.55 s
75800000 enq, 73466 curr, 27 best, 8659.19 s
75900000 enq, 73188 curr, 27 best, 8780.51 s
76000000 enq, 73784 curr, 27 best, 8788.99 s
76100000 enq, 73883 curr, 27 best, 8864.41 s
76200000 enq, 73400 curr, 27 best, 8872.39 s
76300000 enq, 81724 curr, 27 best, 8879.53 s
76400000 enq, 86627 curr, 27 best, 8984.33 s
76500000 enq, 85071 curr, 27 best, 8992.35 s
76600000 enq, 82567 curr, 27 best, 9001.64 s
76700000 enq, 86556 curr, 27 best, 9012.77 s
76800000 enq, 85049 curr, 27 best, 9175.85 s
76900000 enq, 82901 curr, 27 best, 9184.96 s
77000000 enq, 83953 curr, 27 best, 9254.06 s
77100000 enq, 96677 curr, 27 best, 9260.86 s
77200000 enq, 104394 curr, 27 best, 9270.69 s
77300000 enq, 102297 curr, 27 best, 9318.04 s
77400000 enq, 104917 curr, 27 best, 9328.81 s
77500000 enq, 112434 curr, 27 best, 9530.50 s
77600000 enq, 119738 curr, 27 best, 9541.30 s
77700000 enq, 115727 curr, 27 best, 9638.13 s
77800000 enq, 113764 curr, 27 best, 9798.15 s
77900000 enq, 102410 curr, 27 best, 9810.13 s
78000000 enq, 111161 curr, 27 best, 10059.88 s
78100000 enq, 116072 curr, 27 best, 10083.42 s
78200000 enq, 113994 curr, 27 best, 10108.77 s
